name,abn,total_income,taxable_income,tax_payable,income_year,postcode
JUST EAT (ACQUISITIONS) PTY LIMITED,52605645547,450212021,,,2021-22,2000
JWH GROUP PTY LTD,84098664709,270588907,,,2021-22,6017
JWLAND HOLDINGS PTY LTD,25609658193,247979708,38472395.0,11541718.0,2021-22,2612
K LINE AUTO LOGISTICS PTY LTD,35140106341,241418637,,,2021-22,3004
K&S CORPORATION LIMITED,67007561837,783871147,1183375.0,355012.0,2021-22,5290
KA & MD INVESTMENTS PTY. LTD.,40120126589,335037966,4006558.0,1201967.0,2021-22,3207
KAEFER INTEGRATED SERVICES PTY LTD,83009046191,393207293,12023215.0,3605964.0,2021-22,6000
KAGERA PTY. LIMITED,58008478797,315707044,29423853.0,8672381.0,2021-22,5094
KAIZEN MOTORS PTY LTD,67603805278,252322410,12543764.0,3763129.0,2021-22,2017
KAJIMA AUSTRALIA PTY LTD,52604351966,1029643464,,,2021-22,3121
KANSAI ELECTRIC POWER HOLDINGS AUSTRALIA PTY LTD,57601296226,315899535,71305866.0,,2021-22,6000
KANTAR INSIGHTS AUSTRALIA PTY LTD,84106925866,127789118,5574196.0,1426228.0,2021-22,2000
KAPITOL GROUP PTY LTD,62622444544,270350650,4785168.0,1435550.0,2021-22,3008
KAPLAN AUSTRALIA HOLDINGS PTY LTD,30117261980,114947591,1386606.0,415982.0,2021-22,2000
KARARA MINING LIMITED,68070871831,1340361475,,,2021-22,6000
KARCHER PTY LTD,76002721226,103612811,730512.0,219154.0,2021-22,3149
KAROON ENERGY LTD,53107001338,530844383,,,2021-22,3006
KARORA RESOURCES PTY LTD,74633381218,280969282,,,2021-22,6005
KATHMANDU PTY LTD,84007047547,527822027,24430644.0,5687362.0,2021-22,3205
KAWASAKI MOTORS PTY LIMITED,79002840315,117666396,6954402.0,2086321.0,2021-22,2116
KB AUSTRALIA HOLDING PTY LTD,16610219380,413772265,4068595.0,1220578.0,2021-22,6155
KBR HOLDINGS PTY LTD,32093419277,199536998,57941568.0,16516589.0,2021-22,5000
KEEMA HOLDINGS PTY LTD,28097123389,241281127,11628347.0,3488504.0,2021-22,4068
KEL CAMPBELL PTY LTD,11002783342,218324340,,,2021-22,2526
KELLER AUSTRALIA PTY LIMITED,61081279932,372824013,,,2021-22,2113
KELLOGG AUSTRALIA HOLDINGS PTY LTD,59102893952,475808848,58730282.0,15203037.0,2021-22,2035
KELSIAN GROUP LIMITED,49109078257,1082080700,37972376.0,11385293.0,2021-22,5000
KENNARDS HIRE PTY LIMITED,69001740727,484702198,30208530.0,9062559.0,2021-22,2147
KENNARDS SELF STORAGE PTY LIMITED,57001805036,640460411,93272579.0,27863163.0,2021-22,2113
KENT PET AUSTRALIA PTY LTD,34623335866,103285562,6553765.0,1966130.0,2021-22,4212
KEOLIS DOWNER PTY LTD,51165343680,1302195898,48287939.0,14485333.0,2021-22,2000
KERRY INGREDIENTS AUSTRALIA PTY LTD,47072996895,235126810,5571036.0,1037521.0,2021-22,2153
KERRY LOGISTICS (OCEANIA) PTY LTD,19600672366,142484887,9721803.0,2916541.0,2021-22,5013
KESTREL COAL GROUP PTY LTD,70624655518,862796908,,,2021-22,4000
KEYBRIDGE CAPITAL LIMITED,16088267190,489889505,517070.0,,2021-22,3004
KEYSTONE FOODS PTY LIMITED,83077185481,181860454,1763743.0,361551.0,2021-22,4311
KFC ADCO LIMITED,22083047992,134587799,,,2021-22,2086
KIA AUSTRALIA PTY LTD,97110483353,1788411042,99220370.0,29766111.0,2021-22,2113
KIMBERLY CLARK PACIFIC HOLDINGS PTY LIMITED,59095905294,1075623644,112722746.0,32865249.0,2021-22,2060
KIN GROUP PTY LTD,11095313714,406136916,20830740.0,1023720.0,2021-22,3141
KIN POWER GROUP PTY LTD,18623522467,269553748,6618250.0,1985475.0,2021-22,3122
KINETIC IT PTY LTD,97072941943,209156571,14256272.0,4258944.0,2021-22,6000
KINETIC TCO PTY LTD,20601251067,413434846,,,2021-22,3000
KING FURNITURE AUSTRALIA PTY. LTD.,79002757333,274801713,50667423.0,15119835.0,2021-22,2205
KINGFISHER MOBILE AUSTRALIA PTY LTD,99630439842,118199063,947751.0,284325.0,2021-22,2000
KINGSPAN HOLDINGS AUSTRALIA PTY LTD,81107982098,164414239,3726159.0,1117848.0,2021-22,6090
KIRKLAND LAKE GOLD AUSTRALIA PTY LTD,30136505587,1250356440,709811398.0,212414206.0,2021-22,3557
KJTC PTY LTD,53156406138,767604332,1464068396.0,,2021-22,6000
KKKK PTY LTD,18062618964,379749525,21203764.0,6361129.0,2021-22,2560
KNAUF GYPSUM PTY LTD,84004231976,233530813,6643498.0,,2021-22,2142
KNIGHT FRANK AUSTRALIA HOLDINGS PTY LTD,28114923938,169174859,5544112.0,1599708.0,2021-22,3000
KNORR-BREMSE AUSTRALIA PTY LTD,31092562671,247385399,11056243.0,3316873.0,2021-22,2142
KOBELCO CONSTRUCTION MACHINERY AUSTRALIA PTY LIMITED,89097852296,244265561,19208570.0,5762571.0,2021-22,2766
KOCH FERTILISER AUSTRALIA PTY LTD,44140582369,548328684,,,2021-22,3000
KOGAN AUSTRALIA PTY LTD,53152570351,545445691,,,2021-22,3205
KOGAS AUSTRALIA PTY LTD,42130065682,1701233706,,,2021-22,4000
KOMATSU MARKETING SUPPORT AUSTRALIA PTY LTD,63053514739,2684247685,117153941.0,35146182.0,2021-22,2165
KONE HOLDINGS (AUSTRALIA) LIMITED,51003986436,471057034,18942140.0,5682642.0,2021-22,2020
KONICA MINOLTA BUSINESS SOLUTIONS AUSTRALIA PTY LTD,50001065096,194777977,2061346.0,618404.0,2021-22,2113
KOOBA PTY LIMITED,25637540311,135639781,49035621.0,14710686.0,2021-22,2680
KOPPERS AUSTRALIA HOLDING COMPANY PTY LTD,19104645301,246884622,53776551.0,16132965.0,2021-22,2060
KORN FERRY (AU) PTY LTD,73001804799,137337755,21244379.0,6351832.0,2021-22,2000
KPMG HOLDINGS (AUSTRALIA) PTY LTD,34064067241,252562529,5679419.0,1703826.0,2021-22,2000
KRAFT HEINZ AUSTRALIA PTY LIMITED,64622234379,821578908,14954646.0,2818248.0,2021-22,3006
KRISPY KREME HOLDINGS PTY LIMITED,71134222727,126099968,12478821.0,3743646.0,2021-22,2015
KRONOS AUSTRALIA PTY LTD,17074408067,106440762,,,2021-22,2113
KTM AUSTRALIA HOLDING PTY LTD,49112854850,221301579,5250561.0,1575168.0,2021-22,2170
KUBOTA AUSTRALIA PTY LTD,72005300621,658069005,55269890.0,16580967.0,2021-22,3029
KUEHNE & NAGEL PTY LTD,70000871607,823776235,14831396.0,4449419.0,2021-22,3026
KUFPEC AUSTRALIA PTY LTD,42001800924,1285734655,38398826.0,,2021-22,6000
KUMHO TYRE AUSTRALIA PTY LTD,46003300678,133164037,5028284.0,1508485.0,2021-22,2153
KWB GROUP PTY LTD,33159809328,116713177,19196005.0,5758802.0,2021-22,4178
KWIKFORM ACQUISITION HOLDINGS PTY LIMITED,43157779961,103917563,,,2021-22,2116
KYOCERA DOCUMENT SOLUTIONS AUSTRALIA PTY LTD,77003852444,121422724,4309151.0,1292745.0,2021-22,2113
KYUSHU ELECTRIC AUSTRALIA PTY LTD,54152417260,117467143,831568.0,,2021-22,6000
L.U. SIMON BUILDERS PTY LTD,38006137220,300674547,12707979.0,3812394.0,2021-22,3068
L1 LONG SHORT FUND LIMITED,47623418539,320547167,680392291.0,185939670.0,2021-22,3000
L3HARRIS AUSTRALIA FINANCE PTY LIMITED,47119831819,217351735,28926382.0,7451017.0,2021-22,6160
L3HARRIS COMMUNICATIONS AUSTRALIA PTY LTD,88054982151,142214166,11593484.0,3478045.0,2021-22,2085
L3HARRIS TECHNOLOGIES AUSTRALIA GROUP PTY LTD,61654390146,290512435,17877979.0,5144237.0,2021-22,2612
LACTALIS AUSTRALIA FINANCE PTY LTD,17163435103,1922231414,56654530.0,16996359.0,2021-22,4101
LAING O'ROURKE AUSTRALIA GROUP PTY LIMITED,36001333900,1966879759,,,2021-22,2060
LANDIS & GYR HOLDINGS PTY LTD,82098539587,111702010,260049504.0,76425476.0,2021-22,2020
LANDPOWER AUSTRALIA PTY LTD,52005851801,253129825,10730161.0,3219048.0,2021-22,3018
LATITUDE GROUP HOLDINGS LIMITED,83604747391,876645544,132990010.0,34908378.0,2021-22,3000
LATRAN CAPITAL PTY LTD,76615781185,201832206,417316.0,125195.0,2021-22,3131
LATROBE VALLEY POWER (HOLDINGS) PTY LTD,57621363102,450094780,141042886.0,42312866.0,2021-22,2000
LAWCOVER INSURANCE PTY LIMITED,15095082509,128793188,,,2021-22,2000
LAWRENCE AND HANSON GROUP PTY LTD,69080350812,987672925,34991328.0,10497398.0,2021-22,3130
LAZARD ASSET MANAGEMENT PACIFIC CO,13064523619,158214131,24714656.0,7414397.0,2021-22,2000
LB AUSTRALIA HOLDINGS PTY LTD,96165597482,765810057,175450649.0,51549611.0,2021-22,4006
LEADER COMPUTERS PTY LTD,24093139354,558853514,46796089.0,13234386.0,2021-22,5000
LEASEPLAN AUSTRALIA LIMITED,57006923011,294146321,34871555.0,10461466.0,2021-22,3006
LEGO AUSTRALIA PTY LTD,42001540914,493657552,22531760.0,6759528.0,2021-22,2060
LEGRAND GROUP PTY LIMITED,41000565739,151548532,20679444.0,4828252.0,2021-22,2170
LEICA GEOSYSTEMS PTY LIMITED,18000112765,111118922,19578038.0,4045038.0,2021-22,4000
LEIDOS AUSTRALIA PTY LIMITED,79612590155,643061248,65855566.0,19756670.0,2021-22,3179
LEMPRIERE (AUSTRALIA) PTY LTD,27004386841,219249255,1574288.0,,2021-22,3000
LENDI GROUP PTY LTD,44648681654,514252493,,,2021-22,2000
LENDLEASE CORPORATION LTD,32000226228,5693666800,289984920.0,66107648.0,2021-22,2000
LENOVO (AUSTRALIA & NEW ZEALAND) PTY LIMITED,70112394411,1336989709,51932040.0,15579612.0,2021-22,2067
LENOVO GLOBAL TECHNOLOGY (AUSTRALIA & NEW ZEALAND) PTY LTD,90614012985,243488049,5446979.0,1634094.0,2021-22,2067
LEONARDO HOLDCO PTY LTD,63629681116,517963453,,,2021-22,2085
LEONE FAMILY HOLDINGS PTY LTD,69618356586,919390310,29078592.0,8719657.0,2021-22,6105
LEPGF PTY LTD,82640391868,3237055679,,,2021-22,3004
LES CREUX AUSTRALIA PTY LTD,70147912187,129100273,19005633.0,5701690.0,2021-22,3175
LESSO MALL (AUSTRALIA) HOLDINGS PTY LIMITED,37609840486,105214613,89751599.0,26925480.0,2021-22,2190
LEVI STRAUSS (AUSTRALIA) PTY LTD,67000607965,127168192,14926396.0,4477919.0,2021-22,3205
LG ELECTRONICS AUSTRALIA PTY LIMITED,98064531264,1091286234,32642607.0,9792782.0,2021-22,2150
LIBERTY BELL BAY PTY LTD,23004456035,301015934,106513993.0,31851534.0,2021-22,2000
LIBERTY FINANCIAL GROUP LIMITED,59125611574,538976523,71982467.0,20655938.0,2021-22,3000
LIBERTY HOLDINGS AUSTRALIA PTY LTD,16627011938,8471350640,1003914530.0,286553497.0,2021-22,2000
LIBERTY MUTUAL INSURANCE COMPANY,61086083605,337085879,151141056.0,45342317.0,2021-22,2000
LIBERTYTOWN AUSTRALIA PTY LTD,70128997526,104022401,,,2021-22,6163
LIEBHERR-AUSTRALIA PTY LTD,65007970452,1256487113,102323560.0,30697068.0,2021-22,5096
LIFESTYLE COMMUNITIES LIMITED,11078675153,316864014,30919648.0,9275894.0,2021-22,3205
LIKEWIZE AUSTRALIA PTY LTD,58111399752,690346186,47680910.0,14099328.0,2021-22,3000
LIMESTONE HOLDCO PTY LIMITED,87639416667,354442615,,,2021-22,3000
LINDE MATERIAL HANDLING PTY LIMITED,62000768776,261704229,12775649.0,3832695.0,2021-22,2148
LINDSAY AUSTRALIA LIMITED,81061642733,578420781,,,2021-22,4110
LINDT & SPRUNGLI (AUSTRALIA) PTY LTD,43079224892,243030236,15108702.0,4532611.0,2021-22,2765
LINEAGE AP HOLDINGS PTY LTD,27637083544,332799191,,,2021-22,3175
LINK ADMINISTRATION HOLDINGS LIMITED,27120964098,739921745,21580025.0,5920018.0,2021-22,2000
LINKEDIN SINGAPORE PTE. LTD.,73615253408,108203501,17325339.0,5197602.0,2021-22,2000
LINKFORCE SITE SERVICES PTY LTD,63615813020,210951228,4310458.0,1293137.0,2021-22,6000
LION PTY LIMITED,50128004268,1663445279,106198319.0,31760429.0,2021-22,2000
LIPMAN GROUP HOLDINGS PTY LIMITED,62150243682,216933353,,,2021-22,2060
LIRAL GROUP PTY LTD,44633961001,294734497,,,2021-22,4000
LITE N' EASY PTY LTD,33010655820,275647994,27311073.0,,2021-22,4014
LIVE WELL & FREE PTY LTD,35633993441,241676714,,,2021-22,4217
LIVE-IN LEARNING OPERATIONS PTY LTD,20633163096,146300020,,,2021-22,3000
LLOYD GROUP PTY LTD,96069674479,276593287,803656.0,241097.0,2021-22,3207
LLOYD HELICOPTER SERVICES PTY LTD,45058277491,266026372,,,2021-22,6005
LM GROUP (AUST) PTY LTD,41114717814,225142988,19922858.0,5937285.0,2021-22,3062
LOAN MARKET GROUP PTY LTD,83105221967,1158183546,,,2021-22,4000
LOC GLOBAL PTY LTD,53637527541,783891476,31330.0,9399.0,2021-22,3123
LOCHARD ENERGY (IONA FINANCE) PTY LTD,96608445030,237899045,,,2021-22,3006
LOCKHEED MARTIN AUSTRALIA PTY LIMITED,30008425509,972064066,54210775.0,14667041.0,2021-22,2600
LOGICALIS AUSTRALIA HOLDINGS PTY LTD,67089914581,144458006,1924846.0,529487.0,2021-22,3121
LOGISTIK PTY LTD,16150595421,147837057,12061403.0,3618421.0,2021-22,3074
LOGOS AUSTRALIA COMPANY PTY LIMITED,39601746516,299876446,177047086.0,53114126.0,2021-22,2000
LONGI SOLAR AUSTRALIA PTY LTD,15632322288,197062377,4662657.0,1398797.0,2021-22,2000
L'OREAL AUSTRALIA PTY LTD,40004191673,735363340,127506389.0,38251917.0,2021-22,3004
LOSCAM HOLDINGS AUSTRALIA PTY LTD,46144845867,145604771,69181844.0,20717419.0,2021-22,3170
LOUIS DREYFUS COMPANY MELBOURNE HOLDINGS PTY LTD,18161877185,1225255231,111203.0,,2021-22,4006
LOUIS VUITTON AUSTRALIA PTY LTD,41005918678,541997811,115630040.0,34689012.0,2021-22,2000
LOVISA HOLDINGS LIMITED,34602304503,216227427,51899649.0,15155485.0,2021-22,3122
LOWES MANHATTAN PTY LTD,31000307666,233515893,27697550.0,8308892.0,2021-22,2205
LOYALTY PACIFIC PTY LTD,82057931334,428360033,,,2021-22,3000
LPI (AUSTRALIA) HOLDINGS PTY LIMITED,81084042473,1513079023,91380918.0,27330567.0,2021-22,2000
LR TRADING PTY LIMITED,33003068166,209522869,1937373.0,581212.0,2021-22,2300
LSH AUTO (MELBOURNE) PTY LIMITED,77618554635,815279980,29182334.0,8754700.0,2021-22,2000
LUERSSEN AUSTRALIA PTY LTD,39618700637,318253420,7302929.0,2190879.0,2021-22,6166
LULULEMON ATHLETICA AUSTRALIA PTY LTD,45110186233,220258211,20693273.0,6207982.0,2021-22,3066
LUXOTTICA SOUTH PACIFIC HOLDINGS PTY LTD,58104629772,837680325,60490492.0,18147148.0,2021-22,2060
LUYE AUSTRALIA HOLDINGS PTY LTD,98609669472,962957571,,,2021-22,2000
LWAM HOLDINGS PTY LTD,48627060682,272568590,4680130.0,1404039.0,2021-22,3173
LYCOPODIUM LIMITED,83098556159,222546312,15022244.0,1763134.0,2021-22,6004
LYNAS RARE EARTHS LIMITED,27009066648,268314896,22221845.0,4272457.0,2021-22,6004
LYNCH GROUP HOLDINGS LIMITED,35608543219,366863470,14439175.0,4234852.0,2021-22,2565
M J LUFF PTY LTD,52001001850,379351731,25606159.0,7276404.0,2021-22,2640
MA FINANCIAL GROUP LIMITED,68142008428,228735656,62903624.0,18859457.0,2021-22,2000
MACA MINING PTY LTD,22102886064,1341235311,20901781.0,6270534.0,2021-22,6106
MACA PLANT PTY LTD,29110779167,260625342,28314036.0,8494211.0,2021-22,6106
MACH ENERGY AUSTRALIA PTY LTD,34608495441,873304199,87955944.0,26386783.0,2021-22,2300
MACKAY SUGAR LIMITED,12057463671,523178617,,,2021-22,4740
MACKELLAR MINING PTY LTD,81150919761,305774535,1420701.0,426210.0,2021-22,4560
MACMAHON HOLDINGS LIMITED,93007634406,1329675229,,,2021-22,6105
MACQUARIE GROUP LIMITED,94122169279,13799315375,1762141706.0,437098373.0,2021-22,2000
MACQUARIE TELECOM GROUP LIMITED,72056712228,309347204,,,2021-22,2000
MACROLINK & LANDREAM AUSTRALIA LAND PTY LTD,55610040081,427910337,70740081.0,21222024.0,2021-22,2000
MACSTEEL INTERNATIONAL AUSTRALIA PTY LTD,94000904978,410116893,14305551.0,4291665.0,2021-22,3121
MADER CONTRACTING PTY LTD,36114021537,274607748,20307391.0,6092217.0,2021-22,6105
MAERSK DRILLING AUSTRALIA PTY LTD,55106414108,124297711,9780250.0,2934075.0,2021-22,6152
MAERSK LOGISTICS & SERVICES AUSTRALIA PTY LTD,70006211052,103548582,,,2021-22,2000
MAGELLAN FINANCIAL GROUP LIMITED,59108437592,705505080,405907080.0,121022700.0,2021-22,2000
MAGNITE HOLDINGS PTY LTD,49607240791,163351309,5499390.0,1649559.0,2021-22,2000
MAGOTTEAUX AUSTRALIA PTY LTD,40055713301,113117091,3413731.0,,2021-22,6005
MAHERCORP PTY LTD,87100090560,210717217,,,2021-22,3011
MAINBRACE CONSTRUCTIONS PTY LIMITED,45002970658,311016584,4049921.0,1214976.0,2021-22,2065
MAINFRIEGHT HOLDINGS PTY LTD,24084637605,1202715071,85980090.0,25794027.0,2021-22,3043
MAKITA (AUSTRALIA) PTY LIMITED,57001117335,521314298,40578143.0,12173443.0,2021-22,2766
MALAYSIA AIRLINES BERHAD,29420085735,181664528,,,2021-22,2000
MALTEUROP AUSTRALIA PTY LTD,48068420244,140538291,7336244.0,2200873.0,2021-22,3215
MAMMOET AUSTRALIA PTY LTD,77075483644,137439053,,,2021-22,6165
MANDALAY RESOURCES AUSTRALIA PTY LTD,38005482815,179575111,83333687.0,24460162.0,2021-22,3523
MANITOU AUSTRALIA PTY LIMITED,42114388591,105100497,6311233.0,1893370.0,2021-22,2141
MANPOWER SERVICES (AUSTRALIA) PTY LIMITED,15071884994,423514081,,,2021-22,2000
MARGETIC & SITZLER CONSOLIDATED HOLDINGS PTY LTD,51167716181,294582514,39318197.0,10844466.0,2021-22,0828
MARINE POWER INTERNATIONAL LLC,25003100007,142079747,14673221.0,4401966.0,2021-22,3175
MARMON CONSTRUCTION SERVICES (AUSTRALIA) HOLDINGS PTY LTD,38154626954,290808765,,,2021-22,6165
MARQUIS MACADAMIAS LTD,93002607972,156847135,,,2021-22,2480
MARQUIS MARKETING PTY LTD,76147689987,236033467,,,2021-22,4000
MARRON GROUP HOLDINGS PTY LTD,71631941403,587338404,,,2021-22,3000
MARS WRIGLEY AUSTRALIA HOLDINGS PTY LTD,68133509930,1677247179,193594951.0,54605172.0,2021-22,3690
MARSH MERCER HOLDINGS (AUSTRALIA) PTY LTD,86097026812,1191588461,210554450.0,61320400.0,2021-22,2000
MARTIN-BROWER AUSTRALIA HOLDINGS PTY LTD,91156502251,1593761686,6993690.0,2098107.0,2021-22,2164
MARTINUS GROUP HOLDINGS PTY LTD,98651593878,333597707,9817646.0,2945294.0,2021-22,2232
MARUBENI AUSTRALIA LIMITED,53000329699,2435984626,1624126337.0,100371465.0,2021-22,2000
MARUBENI ITOCHU STEEL OCEANIA PTY LTD,78098025506,158618396,2801378.0,840413.0,2021-22,3000
MARUBENI-ITOCHU TUBULARS OCEANIA PTY LTD,87077953827,163973495,8994650.0,2692709.0,2021-22,6000
MASTERCARD AUSTRALIA HOLDING PTY LTD,83143337722,280376414,4538002.0,,2021-22,2060
MASTERTON CORPORATION HOLDING COMPANY PTY LIMITED,56055692825,229244258,,,2021-22,2170
MATRAD PTY LTD,27011019088,163199913,,,2021-22,4000
MATTEL PTY LTD,60000660962,142963671,3952916.0,1185875.0,2021-22,3121
MAUGHAN THIEM AUTOMOTIVE PTY LTD,29107649338,201666384,13821880.0,4146564.0,2021-22,5014
MAULES CREEK MARKETING PTY LTD,73140534256,316492381,,,2021-22,2000
MAURICE BLACKBURN PTY LTD,21105657949,258452686,,,2021-22,3155
MAXIMUS AUSTRALIA HOLDING COMPANY PTY LTD,91608016128,241794658,17959518.0,5387855.0,2021-22,4113
MAXIPARTS LIMITED,58006797173,196953830,,,2021-22,3029
MAXI-TANKERS PTY LTD,22117406934,667964634,5805768.0,1741730.0,2021-22,2073
MAYFLOWER ENTERPRISES PTY LTD,48607181662,442264193,76140491.0,22842147.0,2021-22,4650
MAYNE PHARMA GROUP LTD,76115832963,103779783,11042238.0,,2021-22,3000
MAZDA AUSTRALIA PTY LTD,78004690804,3447217124,122037079.0,36554184.0,2021-22,3170
MB SOLUTIONS AUSTRALIA PTY LTD,69634934419,104167748,,,2021-22,2147
MCCAIN FOODS (AUST) PTY LTD,96000629587,740266800,35544515.0,10654080.0,2021-22,3355
MCCORMICK FOODS AUSTRALIA PTY LTD,62004763259,246073931,20916274.0,6274882.0,2021-22,3169
MCDONALD'S AUSTRALIAN PROPERTY CORPORATION,55002913555,2002246641,385161655.0,114022014.0,2021-22,2120
MCGRATH LIMITED,61608153779,113510132,15096242.0,4511758.0,2021-22,2009
MCGREGOR GOURLAY PTY LTD,80619661988,280486520,22226820.0,6668046.0,2021-22,2400
MCINTOSH HOLDINGS PTY LTD,28008675876,451880417,20238205.0,6066290.0,2021-22,6104
MCKINSEY PACIFIC RIM INC,66055131443,433140015,18223809.0,5227386.0,2021-22,2000
MCMAHON SERVICES AUSTRALIA PTY LTD,75097072565,415644771,22872432.0,6703947.0,2021-22,5094
MCMILLAN SHAKESPEARE LIMITED,74107233983,574591890,64110864.0,19233045.0,2021-22,3000
MCNAB DEVELOPMENTS (QLD) PTY LTD,63118748548,328505318,7545575.0,2263672.0,2021-22,4350
MCPHERSON'S LIMITED,98004068419,199737352,,,2021-22,2208
MEARS GROUP PTY LTD,92149486500,283968508,59431.0,,2021-22,3108
MEDIBANK PRIVATE LIMITED,47080890259,7202151357,1098205865.0,325801502.0,2021-22,3008
MEDINA PROPERTY SERVICES PTY LIMITED,36062326176,222614475,,,2021-22,2007
MEDION AUSTRALIA PTY LIMITED,58106611330,260769552,41600419.0,12480126.0,2021-22,2067
MEDITERRANEAN SHIPPING COMPANY (AUSTRALIA) PTY LTD,12003760638,101618666,7210668.0,2163200.0,2021-22,6160
MEDLINE STELLAR AUSTRALIA PTY LTD,94149963226,204163608,4894565.0,1464246.0,2021-22,2765
MEDTRONIC AUSTRALASIA PTY LTD,47001162661,1009695813,64951148.0,18556327.0,2021-22,2113
MEIJI DAIRY AUSTRALASIA PTY LTD,34064273418,123861241,581381.0,174414.0,2021-22,3006
MEMOCORP AUSTRALIA PTY LTD,57051213800,148506925,44519596.0,13355879.0,2021-22,2000
MENZIES AVIATION HOLDINGS AUSTRALIA PTY LTD,18102031836,284460632,17718245.0,5315474.0,2021-22,2020
MERCK HEALTHCARE PTY LTD,72006900830,163218701,,,2021-22,2113
MERCK SHARP & DOHME (HOLDINGS) PTY LTD,57000235245,735783255,91060003.0,7823925.0,2021-22,2113
MERITON PROPERTIES PTY LIMITED,49000698626,1415313435,308835699.0,92534811.0,2021-22,2000
MERRICKS COMMODITIES TRADING PTY LTD,15155870590,945751270,134992.0,11036.0,2021-22,3000
MERRILL LYNCH (AUSTRALASIA) PTY LTD,72075923894,379751495,113725931.0,34117779.0,2021-22,2000
MESH AND BAR PTY LTD,35084464746,403634810,59595954.0,17878786.0,2021-22,2761
METAGENICS AUSTRALIA PTY LTD,78113937572,135882072,28517153.0,7322226.0,2021-22,4013
METALS X LIMITED,25110150055,244770021,,,2021-22,6000
METAROCK GROUP LIMITED,96142490579,456146311,,,2021-22,4740
METCASH LIMITED,32112073480,17252008490,335710094.0,93429793.0,2021-22,2113
METECNO PTY LTD,44096402934,151667231,9326720.0,2798016.0,2021-22,4110
METHUSELAH HOLDINGS PTY LTD,45611923383,318961874,18252519.0,5475756.0,2021-22,4000
METLIFE INSURANCE LIMITED,75004274882,987534574,39839105.0,11945606.0,2021-22,2000
METRO FINANCE PTY LIMITED,44600674093,247178507,,,2021-22,2000
METRO MINING LIMITED,45117763443,192998016,,,2021-22,4000
METRO TRAINS AUSTRALIA PTY LTD,88614061960,2259225268,82940538.0,24882161.0,2021-22,3008
METRO TRAINS SYDNEY PTY LTD,54600820737,117946779,,,2021-22,2762
METROLL PTY LTD,97001446439,137976507,7753688.0,1587771.0,2021-22,2000
METROLL QUEENSLAND PTY LTD,17010035266,136293122,36623512.0,10987054.0,2021-22,4110
METROLL VICTORIA PTY LTD,60005505135,216163697,5725303.0,1717591.0,2021-22,3026
MEYER TIMBER PTY LTD,54005314321,338787417,26260143.0,7601209.0,2021-22,3175
MFF CAPITAL INVESTMENTS LIMITED,32121977884,124327800,94656291.0,25689581.0,2021-22,2000
MFS INTERNATIONAL AUSTRALIA PTY LIMITED,68607579537,111779447,55527698.0,16658309.0,2021-22,2000
MFS LOGISTICS PTY LIMITED,31125320658,101602586,1478057.0,443417.0,2021-22,2036
MH PREMIUM FARMS HOLDINGS PTY LTD,34125875112,166465000,,,2021-22,2650
MHG HOTEL HOLDING AUSTRALIA PTY LTD,49153049917,410344607,,,2021-22,4558
MHPL INVESTMENTS PTY LTD,17010584031,634158717,41516550.0,10681363.0,2021-22,4105
MICHAEL HILL INTERNATIONAL LIMITED,25610937598,393237219,6509153.0,89974.0,2021-22,4170
MICHAEL PAGE INTERNATIONAL (AUSTRALIA) PTY LTD,58002872264,179782987,15708883.0,4712665.0,2021-22,2000
MICHELIN AUSTRALIA PTY LTD,84006761628,821120000,35553695.0,7380454.0,2021-22,3207
MICRO FOCUS AUSTRALIA PTY LTD,73614548346,122111766,4304999.0,1291500.0,2021-22,2060
MICROSOFT CLIPCHAMP HOLDINGS PTY LTD,95655130617,210826619,57.0,17.0,2021-22,2060
MICROSOFT DATACENTER (AUSTRALIA) PTY LIMITED,31163792078,1090699291,,,2021-22,2060
MICROSOFT PTY LTD,29002589460,6296619602,400935241.0,120280572.0,2021-22,2060
MIDAS TOUCH INVESTMENTS PTY LTD,19079087031,239194912,64215700.0,3601929.0,2021-22,2089
MIDDLEMOUNT COAL PTY LTD,49122348412,747874737,,,2021-22,4000
MIDFIELD MEAT INTERNATIONAL PTY LTD,78065864904,653333730,28011719.0,8403516.0,2021-22,3280
MIDFIELD TRADING PTY LTD,91090910508,226550180,8178163.0,2414878.0,2021-22,5013
MIDLAND 2015 PTY LTD,39606139146,133108832,7335882.0,2200765.0,2021-22,6062
MIDWAY LTD,44005616044,171539885,27772649.0,8331795.0,2021-22,3214
MIELE AUSTRALIA PTY LIMITED,96005635398,398953915,19781308.0,5934392.0,2021-22,3123
MILEDO PTY LIMITED,19002050295,211118575,86768983.0,25816731.0,2021-22,2010
MILK DEPARTMENT PTY LTD,80633414007,261632067,22699.0,6810.0,2021-22,3220
MILLELL PTY LTD,17148151213,310273563,,,2021-22,2000
MILLENNIUM SERVICES GROUP LIMITED,11607926787,243733394,,,2021-22,3170
MILLER POHANG COAL COMPANY PTY LTD,99001588209,472985903,,,2021-22,2000
MINERAL RESOURCES LIMITED,33118549910,3307487128,142343793.0,,2021-22,6017
MINERALOGY INTERNATIONAL LIMITED,39632245446,738994854,288034376.0,86410269.0,2021-22,4000
MINI-TANKERS AUSTRALIA PTY LTD,81050220016,267196084,9362347.0,2808704.0,2021-22,2073
MINJAR GOLD PTY LTD,15119514528,161738571,,,2021-22,6005
MINTEGO PTY. LIMITED,98054957587,247035791,5545669.0,1663701.0,2021-22,3029
